 RODS report1f created at 11:25:31 on 16-02-2018,,,,,,,,,,,
 based on survey data up to 2017 and reconciled to Autumn 2017 counts,,,,,,,,,,,
 ,,,,,,,,,,,
 Report 1f - Analysis by average time spent on journey (minutes) by start station,,,,,,,,,,,
NLC,Station Name,Time period,Total,Total time,Average,< 15 mins,15 - 30,30 - 45,45 - 60,60 - 90,over 90
526,Boston Manor        ,AM peak     ,1642,46698,28.44,203,662,645,130,3,0
526,Boston Manor        ,Midday      ,930,29547,31.79,134,290,318,182,5,0
526,Boston Manor        ,PM Peak     ,820,29866,36.41,0,368,257,108,88,0
526,Boston Manor        ,Evening     ,200,6551,32.8,4,76,108,4,8,0
526,Boston Manor        ,Late        ,57,1607,28.07,4,32,12,9,0,0
526,Boston Manor        ,Total day   ,3894,120875,31.04,420,1511,1392,467,104,0
527,Bounds Green        ,Early       ,1160,36363,31.34,73,352,691,45,0,0
527,Bounds Green        ,AM peak     ,4802,145483,30.3,208,2126,2163,283,21,0
527,Bounds Green        ,Midday      ,2473,64182,25.95,497,1152,715,63,46,0
527,Bounds Green        ,PM Peak     ,1352,38435,28.43,285,496,380,165,25,0
527,Bounds Green        ,Evening     ,543,16242,29.9,0,360,110,62,11,0
527,Bounds Green        ,Late        ,179,4606,25.69,0,145,29,4,1,0
527,Bounds Green        ,Total day   ,10510,305311,29.05,1062,4632,4089,622,104,0
528,Bow Road            ,Early       ,508,17497,34.42,8,194,222,58,27,0
528,Bow Road            ,AM peak     ,4075,82725,20.3,1449,2011,484,129,2,0
528,Bow Road            ,Midday      ,2314,57930,25.03,546,1044,647,6,71,0
528,Bow Road            ,PM Peak     ,1418,33056,23.3,666,378,211,97,67,0
528,Bow Road            ,Evening     ,542,12402,22.87,216,175,121,30,0,0
528,Bow Road            ,Late        ,200,4482,22.41,22,174,4,0,0,0
528,Bow Road            ,Total day   ,9059,208092,22.97,2907,3975,1690,319,167,0
529,Brent Cross         ,Early       ,335,11370,33.93,90,46,127,54,19,0
529,Brent Cross         ,AM peak     ,1531,43339,28.31,210,611,622,52,35,0
529,Brent Cross         ,Midday      ,1096,33103,30.19,203,242,514,137,0,0
529,Brent Cross         ,PM Peak     ,724,22224,30.69,109,190,314,86,24,0
529,Brent Cross         ,Evening     ,313,7479,23.9,100,52,147,14,0,0
529,Brent Cross         ,Late        ,81,2301,28.57,0,42,39,0,0,0
529,Brent Cross         ,Total day   ,4080,119815,29.37,713,1184,1761,344,78,0
778,Brixton             ,Early       ,3174,78722,24.8,617,1783,625,89,60,0
778,Brixton             ,AM peak     ,23120,495067,21.41,4707,15146,2844,259,163,0
778,Brixton             ,Midday      ,10593,231181,21.82,2375,6469,1469,265,15,0
778,Brixton             ,PM Peak     ,7118,173880,24.43,1275,3685,1844,221,94,0
778,Brixton             ,Evening     ,3156,76713,24.31,603,1614,778,161,0,0
778,Brixton             ,Late        ,3820,96293,25.21,779,1843,933,232,33,0
778,Brixton             ,Total day   ,50981,1151856,22.59,10356,30540,8493,1228,365,0
530,Bromley-by-Bow      ,Early       ,344,7561,21.96,146,126,46,26,0,0
530,Bromley-by-Bow      ,AM peak     ,2249,58278,25.91,264,1246,679,60,0,0
530,Bromley-by-Bow      ,Midday      ,1614,40053,24.81,305,949,338,0,21,0
530,Bromley-by-Bow      ,PM Peak     ,1546,42017,27.17,317,611,405,168,45,0
530,Bromley-by-Bow      ,Evening     ,454,8687,19.12,261,65,108,21,0,0
530,Bromley-by-Bow      ,Late        ,134,2268,16.93,83,14,37,0,0,0
530,Bromley-by-Bow      ,Total day   ,6342,158863,25.05,1376,3012,1613,275,66,0
531,Buckhurst Hill      ,Early       ,404,16767,41.52,0,34,221,148,1,0
531,Buckhurst Hill      ,AM peak     ,1976,69045,34.94,124,284,1206,362,0,0
531,Buckhurst Hill      ,Midday      ,715,23390,32.72,61,251,226,176,0,0
531,Buckhurst Hill      ,PM Peak     ,452,15933,35.26,93,104,143,17,95,0
531,Buckhurst Hill      ,Evening     ,140,6113,43.56,0,6,81,53,0,0
