MSOA11 Code,MSOA name,LAD11CD,Borough name,Mid-2014 population,Area Sq Km,People per Sq Km
E02000764,Redbridge 014,E09000026,Redbridge," 12,326 ",1.99,"6,207"
E02000765,Redbridge 015,E09000026,Redbridge," 6,582 ",0.73,"9,052"
E02000767,Redbridge 017,E09000026,Redbridge," 7,955 ",0.88,"9,071"
E02000768,Redbridge 018,E09000026,Redbridge," 5,777 ",1.70,"3,401"
E02000769,Redbridge 019,E09000026,Redbridge," 15,694 ",1.51,"10,364"
E02000770,Redbridge 020,E09000026,Redbridge," 7,871 ",1.16,"6,757"
E02000772,Redbridge 022,E09000026,Redbridge," 8,484 ",1.40,"6,047"
E02000773,Redbridge 023,E09000026,Redbridge," 9,896 ",0.95,"10,395"
E02000774,Redbridge 024,E09000026,Redbridge," 7,506 ",0.68,"11,053"
E02000776,Redbridge 026,E09000026,Redbridge," 6,803 ",0.60,"11,331"
E02000777,Redbridge 027,E09000026,Redbridge," 6,017 ",3.50,"1,720"
E02000779,Redbridge 029,E09000026,Redbridge," 8,326 ",0.90,"9,230"
E02000780,Redbridge 030,E09000026,Redbridge," 15,867 ",1.27,"12,482"
E02000781,Redbridge 031,E09000026,Redbridge," 14,513 ",1.88,"7,704"
E02000782,Redbridge 032,E09000026,Redbridge," 9,998 ",0.70,"14,328"
E02000783,Redbridge 033,E09000026,Redbridge," 7,519 ",0.57,"13,273"
E02006800,Redbridge 034,E09000026,Redbridge," 13,855 ",1.65,"8,417"
E02006924,Redbridge 035,E09000026,Redbridge," 13,307 ",2.41,"5,531"
E02006925,Redbridge 036,E09000026,Redbridge," 13,630 ",2.49,"5,471"
E02000784,Richmond upon Thames 001,E09000027,Richmond upon Thames," 10,240 ",2.65,"3,870"
E02000785,Richmond upon Thames 002,E09000027,Richmond upon Thames," 9,633 ",4.06,"2,372"
E02000786,Richmond upon Thames 003,E09000027,Richmond upon Thames," 11,237 ",1.85,"6,091"
E02000787,Richmond upon Thames 004,E09000027,Richmond upon Thames," 11,462 ",1.76,"6,509"
E02000788,Richmond upon Thames 005,E09000027,Richmond upon Thames," 8,996 ",1.08,"8,294"
E02000789,Richmond upon Thames 006,E09000027,Richmond upon Thames," 6,258 ",1.84,"3,409"
E02000790,Richmond upon Thames 007,E09000027,Richmond upon Thames," 6,607 ",0.80,"8,280"
E02000791,Richmond upon Thames 008,E09000027,Richmond upon Thames," 6,474 ",1.12,"5,796"
E02000792,Richmond upon Thames 009,E09000027,Richmond upon Thames," 7,101 ",1.25,"5,702"
E02000793,Richmond upon Thames 010,E09000027,Richmond upon Thames," 8,306 ",1.33,"6,261"
E02000794,Richmond upon Thames 011,E09000027,Richmond upon Thames," 6,856 ",1.46,"4,681"
E02000795,Richmond upon Thames 012,E09000027,Richmond upon Thames," 6,775 ",12.08,561
E02000796,Richmond upon Thames 013,E09000027,Richmond upon Thames," 10,698 ",1.91,"5,595"
E02000797,Richmond upon Thames 014,E09000027,Richmond upon Thames," 7,415 ",0.91,"8,121"
E02000798,Richmond upon Thames 015,E09000027,Richmond upon Thames," 11,123 ",2.46,"4,529"
E02000799,Richmond upon Thames 016,E09000027,Richmond upon Thames," 6,664 ",1.28,"5,192"
E02000800,Richmond upon Thames 017,E09000027,Richmond upon Thames," 5,359 ",1.83,"2,927"
E02000801,Richmond upon Thames 018,E09000027,Richmond upon Thames," 6,999 ",0.99,"7,083"
E02000802,Richmond upon Thames 019,E09000027,Richmond upon Thames," 7,047 ",1.45,"4,861"
E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames," 9,467 ",1.95,"4,856"
E02000804,Richmond upon Thames 021,E09000027,Richmond upon Thames," 7,359 ",3.75,"1,963"
E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames," 11,219 ",2.74,"4,093"
E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames," 10,290 ",6.88,"1,496"
E02000807,Southwark 001,E09000028,Southwark," 8,994 ",0.71,"12,634"
E02000808,Southwark 002,E09000028,Southwark," 10,451 ",1.05,"9,989"
E02000809,Southwark 003,E09000028,Southwark," 12,979 ",0.77,"16,951"
E02000810,Southwark 004,E09000028,Southwark," 11,093 ",0.69,"16,159"
E02000812,Southwark 006,E09000028,Southwark," 10,688 ",0.70,"15,225"
E02000813,Southwark 007,E09000028,Southwark," 10,046 ",0.89,"11,233"
E02000814,Southwark 008,E09000028,Southwark," 8,785 ",0.98,"8,939"
E02000815,Southwark 009,E09000028,Southwark," 6,955 ",0.42,"16,524"
E02000816,Southwark 010,E09000028,Southwark," 9,530 ",0.76,"12,548"
E02000817,Southwark 011,E09000028,Southwark," 6,768 ",0.66,"10,219"
E02000818,Southwark 012,E09000028,Southwark," 7,643 ",0.58,"13,081"
E02000819,Southwark 013,E09000028,Southwark," 8,821 ",0.54,"16,430"
E02000820,Southwark 014,E09000028,Southwark," 9,607 ",0.45,"21,349"
E02000821,Southwark 015,E09000028,Southwark," 8,228 ",0.72,"11,453"
E02000822,Southwark 016,E09000028,Southwark," 7,398 ",0.48,"15,438"
E02000823,Southwark 017,E09000028,Southwark," 8,381 ",0.64,"13,014"
E02000824,Southwark 018,E09000028,Southwark," 9,917 ",0.97,"10,203"
E02000825,Southwark 019,E09000028,Southwark," 9,589 ",0.53,"17,991"
E02000826,Southwark 020,E09000028,Southwark," 9,102 ",0.55,"16,561"
E02000827,Southwark 021,E09000028,Southwark," 10,717 ",0.68,"15,735"
E02000828,Southwark 022,E09000028,Southwark," 8,400 ",0.64,"13,205"
E02000829,Southwark 023,E09000028,Southwark," 11,524 ",0.79,"14,551"
E02000830,Southwark 024,E09000028,Southwark," 9,030 ",0.84,"10,803"
E02000831,Southwark 025,E09000028,Southwark," 9,805 ",0.81,"12,167"
E02000832,Southwark 026,E09000028,Southwark," 10,521 ",0.85,"12,439"
E02000833,Southwark 027,E09000028,Southwark," 7,945 ",0.83,"9,617"
E02000834,Southwark 028,E09000028,Southwark," 9,444 ",1.21,"7,782"
E02000835,Southwark 029,E09000028,Southwark," 7,716 ",1.46,"5,285"
E02000836,Southwark 030,E09000028,Southwark," 8,191 ",0.76,"10,836"
E02000837,Southwark 031,E09000028,Southwark," 9,416 ",2.38,"3,955"
E02000838,Southwark 032,E09000028,Southwark," 9,131 ",1.07,"8,537"
E02000839,Southwark 033,E09000028,Southwark," 8,106 ",2.76,"2,935"
E02006802,Southwark 034,E09000028,Southwark," 7,617 ",0.69,"11,042"
E02000840,Sutton 001,E09000029,Sutton," 8,332 ",1.37,"6,093"
E02000841,Sutton 002,E09000029,Sutton," 8,969 ",1.15,"7,766"
E02000842,Sutton 003,E09000029,Sutton," 7,816 ",1.62,"4,830"
E02000843,Sutton 004,E09000029,Sutton," 7,791 ",1.28,"6,095"
E02000844,Sutton 005,E09000029,Sutton," 8,014 ",1.01,"7,927"
E02000845,Sutton 006,E09000029,Sutton," 9,544 ",1.51,"6,336"
E02000846,Sutton 007,E09000029,Sutton," 7,274 ",1.37,"5,324"
E02000847,Sutton 008,E09000029,Sutton," 9,205 ",1.54,"5,973"
E02000848,Sutton 009,E09000029,Sutton," 8,037 ",1.15,"6,994"
E02000849,Sutton 010,E09000029,Sutton," 7,786 ",1.19,"6,520"
E02000850,Sutton 011,E09000029,Sutton," 10,687 ",4.98,"2,146"
E02000851,Sutton 012,E09000029,Sutton," 9,010 ",1.14,"7,892"
E02000852,Sutton 013,E09000029,Sutton," 7,646 ",0.95,"8,067"
E02000853,Sutton 014,E09000029,Sutton," 7,776 ",1.25,"6,239"
E02000854,Sutton 015,E09000029,Sutton," 7,483 ",1.63,"4,599"
E02000855,Sutton 016,E09000029,Sutton," 8,031 ",1.86,"4,313"
E02000856,Sutton 017,E09000029,Sutton," 8,809 ",1.25,"7,032"
E02000857,Sutton 018,E09000029,Sutton," 8,357 ",1.02,"8,191"
E02000858,Sutton 019,E09000029,Sutton," 8,109 ",1.53,"5,291"
E02000859,Sutton 020,E09000029,Sutton," 8,526 ",1.71,"4,984"
E02000860,Sutton 021,E09000029,Sutton," 8,147 ",0.88,"9,274"
E02000861,Sutton 022,E09000029,Sutton," 7,666 ",2.56,"2,992"
E02000863,Sutton 024,E09000029,Sutton," 6,617 ",6.56,"1,008"
E02006836,Sutton 025,E09000029,Sutton," 8,502 ",3.34,"2,548"
E02000864,Tower Hamlets 001,E09000030,Tower Hamlets," 9,149 ",1.26,"7,250"
E02000865,Tower Hamlets 002,E09000030,Tower Hamlets," 7,693 ",0.46,"16,590"
E02000866,Tower Hamlets 003,E09000030,Tower Hamlets," 10,107 ",1.13,"8,911"
E02000867,Tower Hamlets 004,E09000030,Tower Hamlets," 11,347 ",0.81,"14,022"
E02000868,Tower Hamlets 005,E09000030,Tower Hamlets," 7,075 ",0.36,"19,697"
E02000869,Tower Hamlets 006,E09000030,Tower Hamlets," 5,930 ",0.32,"18,399"
E02000870,Tower Hamlets 007,E09000030,Tower Hamlets," 6,553 ",0.40,"16,590"
E02000871,Tower Hamlets 008,E09000030,Tower Hamlets," 10,394 ",0.67,"15,537"
E02000872,Tower Hamlets 009,E09000030,Tower Hamlets," 8,548 ",0.46,"18,721"
E02000873,Tower Hamlets 010,E09000030,Tower Hamlets," 9,705 ",0.50,"19,225"
E02000874,Tower Hamlets 011,E09000030,Tower Hamlets," 7,217 ",0.34,"21,047"
E02000875,Tower Hamlets 012,E09000030,Tower Hamlets," 11,736 ",0.67,"17,579"
E02000876,Tower Hamlets 013,E09000030,Tower Hamlets," 7,609 ",0.54,"14,127"
E02000877,Tower Hamlets 014,E09000030,Tower Hamlets," 11,284 ",0.81,"13,967"
E02000878,Tower Hamlets 015,E09000030,Tower Hamlets," 11,172 ",0.64,"17,500"
E02000879,Tower Hamlets 016,E09000030,Tower Hamlets," 8,596 ",0.44,"19,365"
E02000880,Tower Hamlets 017,E09000030,Tower Hamlets," 6,263 ",0.37,"16,822"
E02000881,Tower Hamlets 018,E09000030,Tower Hamlets," 7,709 ",0.70,"10,936"
E02000882,Tower Hamlets 019,E09000030,Tower Hamlets," 9,143 ",0.57,"15,920"
E02000883,Tower Hamlets 020,E09000030,Tower Hamlets," 8,808 ",0.47,"18,622"
E02000884,Tower Hamlets 021,E09000030,Tower Hamlets," 10,416 ",0.55,"19,094"
E02000885,Tower Hamlets 022,E09000030,Tower Hamlets," 7,413 ",0.34,"21,938"
E02000886,Tower Hamlets 023,E09000030,Tower Hamlets," 8,126 ",0.49,"16,607"
E02000887,Tower Hamlets 024,E09000030,Tower Hamlets," 9,835 ",0.58,"16,881"
E02000888,Tower Hamlets 025,E09000030,Tower Hamlets," 9,087 ",0.53,"17,243"
E02000889,Tower Hamlets 026,E09000030,Tower Hamlets," 7,504 ",0.58,"12,947"
E02000890,Tower Hamlets 027,E09000030,Tower Hamlets," 5,967 ",0.56,"10,606"
E02000891,Tower Hamlets 028,E09000030,Tower Hamlets," 15,134 ",1.53,"9,919"
E02000893,Tower Hamlets 030,E09000030,Tower Hamlets," 7,244 ",0.72,"10,085"
E02000894,Tower Hamlets 031,E09000030,Tower Hamlets," 11,053 ",0.55,"20,170"
E02006853,Tower Hamlets 032,E09000030,Tower Hamlets," 8,836 ",0.50,"17,690"
E02006854,Tower Hamlets 033,E09000030,Tower Hamlets," 7,362 ",0.91,"8,061"
E02000895,Waltham Forest 001,E09000031,Waltham Forest," 8,035 ",2.19,"3,665"
E02000896,Waltham Forest 002,E09000031,Waltham Forest," 8,936 ",2.81,"3,176"
E02000897,Waltham Forest 003,E09000031,Waltham Forest," 8,386 ",1.88,"4,454"
E02000898,Waltham Forest 004,E09000031,Waltham Forest," 7,861 ",1.53,"5,133"
E02000899,Waltham Forest 005,E09000031,Waltham Forest," 8,185 ",1.20,"6,802"
E02000900,Waltham Forest 006,E09000031,Waltham Forest," 8,388 ",1.55,"5,400"
E02000901,Waltham Forest 007,E09000031,Waltham Forest," 9,655 ",1.72,"5,618"
E02000902,Waltham Forest 008,E09000031,Waltham Forest," 8,521 ",1.22,"7,007"
E02000903,Waltham Forest 009,E09000031,Waltham Forest," 9,140 ",1.97,"4,648"
E02000904,Waltham Forest 010,E09000031,Waltham Forest," 8,586 ",1.46,"5,884"
E02000905,Waltham Forest 011,E09000031,Waltham Forest," 10,059 ",1.05,"9,585"
E02000906,Waltham Forest 012,E09000031,Waltham Forest," 9,599 ",0.62,"15,530"
E02000907,Waltham Forest 013,E09000031,Waltham Forest," 10,749 ",0.89,"12,029"
E02000908,Waltham Forest 014,E09000031,Waltham Forest," 11,762 ",2.36,"4,993"
E02000909,Waltham Forest 015,E09000031,Waltham Forest," 8,908 ",1.39,"6,398"
E02000910,Waltham Forest 016,E09000031,Waltham Forest," 10,932 ",0.79,"13,826"
E02000911,Waltham Forest 017,E09000031,Waltham Forest," 11,438 ",0.89,"12,843"
E02000912,Waltham Forest 018,E09000031,Waltham Forest," 9,346 ",2.50,"3,739"
E02000913,Waltham Forest 019,E09000031,Waltham Forest," 8,941 ",1.06,"8,459"
E02000914,Waltham Forest 020,E09000031,Waltham Forest," 11,142 ",0.70,"15,924"
E02000915,Waltham Forest 021,E09000031,Waltham Forest," 9,082 ",1.49,"6,082"
E02000916,Waltham Forest 022,E09000031,Waltham Forest," 9,740 ",2.22,"4,382"
E02000917,Waltham Forest 023,E09000031,Waltham Forest," 9,887 ",0.68,"14,565"
E02000918,Waltham Forest 024,E09000031,Waltham Forest," 9,361 ",0.83,"11,239"
E02000919,Waltham Forest 025,E09000031,Waltham Forest," 9,516 ",0.56,"16,920"
E02000920,Waltham Forest 026,E09000031,Waltham Forest," 10,079 ",1.75,"5,769"
E02000921,Waltham Forest 027,E09000031,Waltham Forest," 11,201 ",0.84,"13,335"
E02000922,Waltham Forest 028,E09000031,Waltham Forest," 10,585 ",0.65,"16,212"
E02000923,Wandsworth 001,E09000032,Wandsworth," 7,713 ",1.07,"7,205"
E02000924,Wandsworth 002,E09000032,Wandsworth," 11,912 ",2.02,"5,890"
E02000925,Wandsworth 003,E09000032,Wandsworth," 7,753 ",0.44,"17,545"
E02000926,Wandsworth 004,E09000032,Wandsworth," 9,400 ",0.63,"14,930"
E02000927,Wandsworth 005,E09000032,Wandsworth," 7,049 ",0.45,"15,661"
E02000928,Wandsworth 006,E09000032,Wandsworth," 8,372 ",0.94,"8,908"
E02000929,Wandsworth 007,E09000032,Wandsworth," 7,299 ",0.40,"18,112"
E02000930,Wandsworth 008,E09000032,Wandsworth," 10,355 ",0.81,"12,774"
E02000931,Wandsworth 009,E09000032,Wandsworth," 9,198 ",0.80,"11,560"
E02000932,Wandsworth 010,E09000032,Wandsworth," 10,511 ",1.27,"8,296"
E02000933,Wandsworth 011,E09000032,Wandsworth," 8,521 ",1.07,"7,929"
E02000934,Wandsworth 012,E09000032,Wandsworth," 9,460 ",0.79,"12,048"
E02000935,Wandsworth 013,E09000032,Wandsworth," 6,953 ",1.43,"4,870"
E02000936,Wandsworth 014,E09000032,Wandsworth," 8,511 ",0.90,"9,440"
E02000937,Wandsworth 015,E09000032,Wandsworth," 8,040 ",1.23,"6,516"
E02000938,Wandsworth 016,E09000032,Wandsworth," 10,087 ",1.76,"5,732"
E02000939,Wandsworth 017,E09000032,Wandsworth," 8,143 ",0.73,"11,184"
E02000940,Wandsworth 018,E09000032,Wandsworth," 8,012 ",0.70,"11,433"
E02000941,Wandsworth 019,E09000032,Wandsworth," 10,119 ",1.06,"9,542"
E02000942,Wandsworth 020,E09000032,Wandsworth," 9,315 ",1.01,"9,210"
E02000943,Wandsworth 021,E09000032,Wandsworth," 8,463 ",0.71,"11,994"
E02000944,Wandsworth 022,E09000032,Wandsworth," 7,072 ",0.59,"12,074"
E02000945,Wandsworth 023,E09000032,Wandsworth," 7,912 ",2.21,"3,580"
E02000946,Wandsworth 024,E09000032,Wandsworth," 8,613 ",1.07,"8,080"
E02000947,Wandsworth 025,E09000032,Wandsworth," 8,470 ",0.83,"10,172"
E02000948,Wandsworth 026,E09000032,Wandsworth," 9,673 ",1.33,"7,288"
E02000949,Wandsworth 027,E09000032,Wandsworth," 9,593 ",1.40,"6,859"
E02000950,Wandsworth 028,E09000032,Wandsworth," 7,473 ",0.86,"8,700"
E02000951,Wandsworth 029,E09000032,Wandsworth," 6,567 ",0.49,"13,358"
E02000952,Wandsworth 030,E09000032,Wandsworth," 5,963 ",0.56,"10,675"
E02000953,Wandsworth 031,E09000032,Wandsworth," 7,538 ",0.69,"10,947"
E02000954,Wandsworth 032,E09000032,Wandsworth," 6,190 ",0.45,"13,746"
E02000955,Wandsworth 033,E09000032,Wandsworth," 6,429 ",0.56,"11,460"
E02000956,Wandsworth 034,E09000032,Wandsworth," 7,920 ",0.86,"9,240"
E02000957,Wandsworth 035,E09000032,Wandsworth," 10,960 ",0.74,"14,739"
E02000958,Wandsworth 036,E09000032,Wandsworth," 8,600 ",0.89,"9,652"
E02000959,Wandsworth 037,E09000032,Wandsworth," 7,986 ",0.52,"15,290"
E02000960,Westminster 001,E09000033,Westminster," 7,155 ",0.92,"7,765"
E02000961,Westminster 002,E09000033,Westminster," 10,145 ",0.81,"12,486"
E02000962,Westminster 003,E09000033,Westminster," 9,020 ",0.69,"13,001"
E02000963,Westminster 004,E09000033,Westminster," 10,992 ",0.49,"22,580"
E02000964,Westminster 005,E09000033,Westminster," 13,562 ",0.51,"26,660"
E02000965,Westminster 006,E09000033,Westminster," 8,894 ",0.49,"18,103"
E02000966,Westminster 007,E09000033,Westminster," 10,064 ",0.56,"17,965"
E02000967,Westminster 008,E09000033,Westminster," 8,156 ",1.41,"5,768"
E02000968,Westminster 009,E09000033,Westminster," 15,274 ",0.61,"25,097"
E02000969,Westminster 010,E09000033,Westminster," 9,876 ",0.54,"18,188"
E02000970,Westminster 011,E09000033,Westminster," 9,665 ",1.08,"8,915"
E02000971,Westminster 012,E09000033,Westminster," 8,641 ",0.54,"15,978"
E02000972,Westminster 013,E09000033,Westminster," 9,497 ",1.29,"7,347"
E02000973,Westminster 014,E09000033,Westminster," 10,582 ",0.54,"19,506"
E02000974,Westminster 015,E09000033,Westminster," 8,913 ",0.69,"12,932"
E02000975,Westminster 016,E09000033,Westminster," 9,430 ",0.48,"19,471"
E02000976,Westminster 017,E09000033,Westminster," 10,167 ",0.46,"22,021"
E02000977,Westminster 018,E09000033,Westminster," 6,960 ",2.51,"2,768"
E02000978,Westminster 019,E09000033,Westminster," 10,158 ",3.59,"2,827"
E02000979,Westminster 020,E09000033,Westminster," 9,056 ",1.39,"6,506"
E02000980,Westminster 021,E09000033,Westminster," 9,493 ",0.45,"21,176"
E02000981,Westminster 022,E09000033,Westminster," 9,473 ",0.36,"26,046"
E02000982,Westminster 023,E09000033,Westminster," 9,080 ",0.65,"13,909"
E02000983,Westminster 024,E09000033,Westminster," 9,039 ",0.38,"23,938"
